data_coleta,campeonato,time_casa,time_fora,data_jogo,casa_aposta,odd_casa,odd_empate,odd_fora,odd_over_25,odd_under_25
2025-10-08T13:51:40.825341,Brazil Série A,Mirassol,Sao Paulo,2025-10-19T19:00:00Z,Winamax (DE),,,,,
2025-10-08T13:51:40.825341,Brazil Série A,Mirassol,Sao Paulo,2025-10-19T19:00:00Z,Betclic (FR),,,,,
2025-10-08T13:51:40.825341,Brazil Série A,Mirassol,Sao Paulo,2025-10-19T19:00:00Z,1xBet,,,,,
2025-10-08T13:51:40.825341,Brazil Série A,Mirassol,Sao Paulo,2025-10-19T19:00:00Z,FanDuel,,,,,
2025-10-08T13:51:40.825341,Brazil Série A,Mirassol,Sao Paulo,2025-10-19T19:00:00Z,Marathon Bet,,,,,
2025-10-08T13:51:40.825464,Brazil Série A,Flamengo,Palmeiras,2025-10-19T21:30:00Z,Unibet (NL),,,,,
2025-10-08T13:51:40.825464,Brazil Série A,Flamengo,Palmeiras,2025-10-19T21:30:00Z,Unibet (SE),,,,,
2025-10-08T13:51:40.825464,Brazil Série A,Flamengo,Palmeiras,2025-10-19T21:30:00Z,LeoVegas (SE),,,,,
2025-10-08T13:51:40.825464,Brazil Série A,Flamengo,Palmeiras,2025-10-19T21:30:00Z,Winamax (FR),,,,,
2025-10-08T13:51:40.825464,Brazil Série A,Flamengo,Palmeiras,2025-10-19T21:30:00Z,Betclic (FR),,,,,
2025-10-08T13:51:40.825464,Brazil Série A,Flamengo,Palmeiras,2025-10-19T21:30:00Z,Unibet (IT),,,,,
2025-10-08T13:51:40.825464,Brazil Série A,Flamengo,Palmeiras,2025-10-19T21:30:00Z,BetRivers,,,,,
2025-10-08T13:51:40.825464,Brazil Série A,Flamengo,Palmeiras,2025-10-19T21:30:00Z,Winamax (DE),,,,,
2025-10-08T13:51:40.825464,Brazil Série A,Flamengo,Palmeiras,2025-10-19T21:30:00Z,1xBet,,,,,
2025-10-08T13:51:40.825464,Brazil Série A,Flamengo,Palmeiras,2025-10-19T21:30:00Z,FanDuel,,,,,
2025-10-08T13:51:40.825464,Brazil Série A,Flamengo,Palmeiras,2025-10-19T21:30:00Z,Marathon Bet,,,,,
2025-10-08T13:51:40.825578,Brazil Série A,Bahia,Grêmio,2025-10-19T23:30:00Z,Winamax (DE),,,,,
2025-10-08T13:51:40.825578,Brazil Série A,Bahia,Grêmio,2025-10-19T23:30:00Z,Unibet (IT),,,,,
2025-10-08T13:51:40.825578,Brazil Série A,Bahia,Grêmio,2025-10-19T23:30:00Z,BetRivers,,,,,
2025-10-08T13:51:40.825578,Brazil Série A,Bahia,Grêmio,2025-10-19T23:30:00Z,Winamax (FR),,,,,
2025-10-08T13:51:40.825578,Brazil Série A,Bahia,Grêmio,2025-10-19T23:30:00Z,Unibet (NL),,,,,
2025-10-08T13:51:40.825578,Brazil Série A,Bahia,Grêmio,2025-10-19T23:30:00Z,Unibet (SE),,,,,
2025-10-08T13:51:40.825578,Brazil Série A,Bahia,Grêmio,2025-10-19T23:30:00Z,LeoVegas (SE),,,,,
2025-10-08T13:51:40.825578,Brazil Série A,Bahia,Grêmio,2025-10-19T23:30:00Z,Betclic (FR),,,,,
2025-10-08T13:51:40.825578,Brazil Série A,Bahia,Grêmio,2025-10-19T23:30:00Z,FanDuel,,,,,
2025-10-08T13:51:40.825578,Brazil Série A,Bahia,Grêmio,2025-10-19T23:30:00Z,Marathon Bet,,,,,
2025-10-08T13:51:40.825690,Brazil Série A,Juventude,Bragantino-SP,2025-10-20T22:00:00Z,Winamax (FR),,,,,
2025-10-08T13:51:40.825690,Brazil Série A,Juventude,Bragantino-SP,2025-10-20T22:00:00Z,Unibet (NL),,,,,
2025-10-08T13:51:40.825690,Brazil Série A,Juventude,Bragantino-SP,2025-10-20T22:00:00Z,BetRivers,,,,,
2025-10-08T13:51:40.825690,Brazil Série A,Juventude,Bragantino-SP,2025-10-20T22:00:00Z,Unibet (IT),,,,,
2025-10-08T13:51:40.825690,Brazil Série A,Juventude,Bragantino-SP,2025-10-20T22:00:00Z,Winamax (DE),,,,,
2025-10-08T13:51:40.825690,Brazil Série A,Juventude,Bragantino-SP,2025-10-20T22:00:00Z,LeoVegas (SE),,,,,
2025-10-08T13:51:40.825690,Brazil Série A,Juventude,Bragantino-SP,2025-10-20T22:00:00Z,Unibet (SE),,,,,
2025-10-08T13:51:40.825690,Brazil Série A,Juventude,Bragantino-SP,2025-10-20T22:00:00Z,Betclic (FR),,,,,
2025-10-08T13:51:40.825690,Brazil Série A,Juventude,Bragantino-SP,2025-10-20T22:00:00Z,FanDuel,,,,,
2025-10-08T13:51:40.825791,Brazil Série A,Vasco da Gama,Fluminense,2025-10-20T22:30:00Z,Unibet (NL),,,,,
2025-10-08T13:51:40.825791,Brazil Série A,Vasco da Gama,Fluminense,2025-10-20T22:30:00Z,Unibet (IT),,,,,
2025-10-08T13:51:40.825791,Brazil Série A,Vasco da Gama,Fluminense,2025-10-20T22:30:00Z,Winamax (FR),,,,,
2025-10-08T13:51:40.825791,Brazil Série A,Vasco da Gama,Fluminense,2025-10-20T22:30:00Z,Winamax (DE),,,,,
2025-10-08T13:51:40.825791,Brazil Série A,Vasco da Gama,Fluminense,2025-10-20T22:30:00Z,Betclic (FR),,,,,
2025-10-08T13:51:40.825791,Brazil Série A,Vasco da Gama,Fluminense,2025-10-20T22:30:00Z,1xBet,,,,,
2025-10-08T13:51:40.825791,Brazil Série A,Vasco da Gama,Fluminense,2025-10-20T22:30:00Z,LeoVegas (SE),,,,,
2025-10-08T13:51:40.825791,Brazil Série A,Vasco da Gama,Fluminense,2025-10-20T22:30:00Z,Unibet (SE),,,,,
2025-10-08T13:51:40.825791,Brazil Série A,Vasco da Gama,Fluminense,2025-10-20T22:30:00Z,BetRivers,,,,,
2025-10-08T13:51:40.825791,Brazil Série A,Vasco da Gama,Fluminense,2025-10-20T22:30:00Z,FanDuel,,,,,
2025-10-08T13:51:40.825896,Brazil Série A,Santos,Vitoria,2025-10-21T00:30:00Z,Unibet (NL),,,,,
2025-10-08T13:51:40.825896,Brazil Série A,Santos,Vitoria,2025-10-21T00:30:00Z,Unibet (IT),,,,,
2025-10-08T13:51:40.825896,Brazil Série A,Santos,Vitoria,2025-10-21T00:30:00Z,Winamax (FR),,,,,
2025-10-08T13:51:40.825896,Brazil Série A,Santos,Vitoria,2025-10-21T00:30:00Z,Winamax (DE),,,,,
2025-10-08T13:51:40.825896,Brazil Série A,Santos,Vitoria,2025-10-21T00:30:00Z,Betclic (FR),,,,,
2025-10-08T13:51:40.825896,Brazil Série A,Santos,Vitoria,2025-10-21T00:30:00Z,1xBet,,,,,
2025-10-08T13:51:40.825896,Brazil Série A,Santos,Vitoria,2025-10-21T00:30:00Z,Unibet (SE),,,,,
2025-10-08T13:51:40.825896,Brazil Série A,Santos,Vitoria,2025-10-21T00:30:00Z,LeoVegas (SE),,,,,
2025-10-08T13:51:40.825896,Brazil Série A,Santos,Vitoria,2025-10-21T00:30:00Z,BetRivers,,,,,
2025-10-08T13:51:40.825896,Brazil Série A,Santos,Vitoria,2025-10-21T00:30:00Z,FanDuel,,,,,
